Gene	logpval_gwascatalog	Adipose - Subcutaneous_GTExTPM	Adipose - Visceral (Omentum)_GTExTPM	Adrenal Gland_GTExTPM	Artery - Aorta_GTExTPM	Artery - Coronary_GTExTPM	Artery - Tibial_GTExTPM	Bladder_GTExTPM	Brain - Amygdala_GTExTPM	Brain - Anterior cingulate cortex (BA24)_GTExTPM	Brain - Caudate (basal ganglia)_GTExTPM	Brain - Cerebellar Hemisphere_GTExTPM	Brain - Cerebellum_GTExTPM	Brain - Cortex_GTExTPM	Brain - Frontal Cortex (BA9)_GTExTPM	Brain - Hippocampus_GTExTPM	Brain - Hypothalamus_GTExTPM	Brain - Nucleus accumbens (basal ganglia)_GTExTPM	Brain - Putamen (basal ganglia)_GTExTPM	Brain - Spinal cord (cervical c-1)_GTExTPM	Brain - Substantia nigra_GTExTPM	Breast - Mammary Tissue_GTExTPM	Cells - Cultured fibroblasts_GTExTPM	Cells - EBV-transformed lymphocytes_GTExTPM	Cervix - Ectocervix_GTExTPM	Cervix - Endocervix_GTExTPM	Colon - Sigmoid_GTExTPM	Colon - Transverse_GTExTPM	Esophagus - Gastroesophageal Junction_GTExTPM	Esophagus - Mucosa_GTExTPM	Esophagus - Muscularis_GTExTPM	Fallopian Tube_GTExTPM	Heart - Atrial Appendage_GTExTPM	Heart - Left Ventricle_GTExTPM	Kidney - Cortex_GTExTPM	Kidney - Medulla_GTExTPM	Liver_GTExTPM	Lung_GTExTPM	Minor Salivary Gland_GTExTPM	Muscle - Skeletal_GTExTPM	Nerve - Tibial_GTExTPM	Ovary_GTExTPM	Pituitary_GTExTPM	Prostate_GTExTPM	Skin - Not Sun Exposed (Suprapubic)_GTExTPM	Skin - Sun Exposed (Lower leg)_GTExTPM	Small Intestine - Terminal Ileum_GTExTPM	Spleen_GTExTPM	Stomach_GTExTPM	Testis_GTExTPM	Thyroid_GTExTPM	Uterus_GTExTPM	Vagina_GTExTPM	Whole Blood_GTExTPM	ExomiserScore	humanScore_Exomiser	mouseScore_Exomiser	fishScore_Exomiser	ppiScore_Exomiser	RVIS_Score	humancellsensitivity	humancellspecificity	mousecellsensitivity	mousecellspecificity	ui_panglaoDB	SignalValue_H3k4me1_median	SignalValue_H3k4me3_median	SignalValue_H3k27Ac_median	pLI_ExAC	CNVs_ExAC	Gene_length	GDI_Score	HIPred	IPA_Hyperlipidemia_Annotation	O_GlcNAc_Score	EMS_Max	ExAc_constraint_obs_exp	SignalValue_H3k27me3_median	SignalValue_H3k36me3_median	SignalValue_H3k79me2_median	SignalValue_H3k9ac_median	SignalValue_H3k9me1_median	H4k20me1_count	SignalValue_H4k20me1_median	label
SOAT2	5.15490196	0.684497	0.63932	0.127942	2.20778	1.7127	1.70827	0.697901	0.0139783	0.01769	0.0242531	0.0469198	0.0609558	0.032311	0.016347	0.0211058	0.0281395	0.0313777	0.0253404	0.0922651	0.0305632	0.885988	0.099499	0.70624	2.19971	1.87937	0.359278	0.260047	0.993834	0.250308	0.64834	1.82152	0.156947	0.0522244	0.445958	0.305074	1.57374	0.397379	0.29403	0.0570926	3.04304	0.502833	0.519503	0.98651	0.364161	0.891833	3.31481	5.40214	0.370519	0.69153	0.655288	1.31796	1.44835	0.198366	0	0	0	0	0	0.18	NA	NA	NA	NA	NA	6.90675	7.80702	6.07089	9.10E-18	6	21020	2123.70169	0.196595117	1	NA	NA	NA	2.05101	NA	NA	8.47275	1.21845	NA	NA	probable
SOD2	7.522878745	89.8098	126.043	60.8458	40.533	43.423	64.4117	77.4569	19.7424	25.7983	20.6826	25.3907	18.4293	19.229	31.4616	16.8071	25.9681	23.2566	16.0904	23.6097	24.0224	80.3084	90.3893	9.20451	68.9974	70.5595	50.8439	36.7238	47.4153	38.2326	48.118	91.0455	43.8198	44.0348	71.2543	92.8021	85.3207	118.199	96.1057	496.135	53.4412	34.399	18.85	52.5879	32.5351	36.2939	36.9442	27.6294	24.5665	12.1688	37.5366	44.9505	54.5071	98.1258	0	0	0	0	0	0.26	NA	NA	NA	NA	NA	8.96998	24.132	10.5188	0.237154646	3	93472	2050.40796	0.713102221	1	NA	NA	NA	NA	4.52868	9.7522	15.3773	1.6494	196	2.2964	probable
SOX17	NA	44.4941	69.3658	1.60953	8.02354	17.7109	10.8536	13.3783	1.5691	1.51287	1.94622	1.10229	1.49123	2.15868	1.82545	1.97443	2.03895	1.6692	2.21557	2.72827	2.70973	47.3065	0.0533956	0.02364	14.7111	20.0979	11.2297	5.29217	13.8245	3.81201	13.3314	45.604	6.78346	7.6736	2.15312	7.73453	0.738946	17.0721	5.17266	6.52001	51.2562	5.91248	3.52799	8.22792	6.47419	7.49282	5.00794	22.186	4.59629	7.76692	11.4924	30.1465	12.513	0.0462037	0	0	0	0	0	NA	NA	NA	NA	NA	NA	11.2134	18.4878	20.6412	0.866918773	NA	2953	107.58815	0.836621523	NA	NA	NA	NA	5.58935	7.25013	14.3591	33.1262	1.71073	15	6.19365	probable
SPATA31A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.432354823	NA	NA	NA	0.139342904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
SPDYE2	NA	0.0858946	0.0986156	0.0795822	0.0991979	0.111194	0.0633766	0.12771	0.0234448	0.0293349	0.0434545	0.117019	0.132997	0.0369334	0.0406911	0.0332395	0.0425086	0.0336677	0.0315581	0.0464341	0.029292	0.103452	0.0899954	0.202698	0.147802	0.11971	0.111994	0.112168	0.115102	0.121172	0.102958	0.0773797	0.0678693	0.0535438	0.0688641	0.101691	0.0427321	0.186872	0.133057	0.106598	0.167699	0.180653	0.162764	0.171523	0.114822	0.108149	0.183061	0.203874	0.108011	0.664015	0.252491	0.181031	0.150196	0.087861	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0044035	NA	NA	NA	NA	NA	NA	NA	NA	least likely
SPDYE2B	NA	0.0153145	0.0194259	0.0203676	0.0203192	0.0201609	0	0.0245453	0	0	0.00782364	0.0197492	0.0217104	0	0	0	0	0	0	0	0	0.0196035	0.0189367	0.043359	0.0182222	0.00971907	0.0214294	0.0215735	0.0210692	0.0289767	0.0194307	0.0163355	0.0126966	0.0109944	0.0156137	0.0236219	0.00927908	0.0356118	0.0275995	0.022648	0.0241737	0.0279611	0.038913	0.0330983	0.0221112	0.0220098	0.0376499	0.0511556	0.0204442	0.161225	0.0488659	0.0304228	0.0261423	0.0189398	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
SRA1	10.30103	33.4783	33.5586	61.8551	40.8207	38.4739	32.7961	31.3785	16.3565	21.4171	19.0469	68.012	69.616	26.8091	26.5195	18.8537	27.8015	19.8901	16.9756	22.6012	19.9893	32.9607	49.0352	55.4212	36.0171	39.7877	34.4255	27.3006	32.581	26.1585	32.594	40.8756	20.4621	15.3775	22.8649	32.4753	23.8085	46.0845	39.0777	26.3997	39.6036	33.629	66.7074	42.1554	23.9143	25.0516	30.6002	41.4025	34.2029	71.2272	47.5334	34.1122	29.0661	53.0339	0	0	0	0	0	0.6	NA	NA	NA	NA	NA	10.1318	9.90157	7.89124	5.00E-06	0	20970	6876.60504	0.54977423	NA	5.83866386	NA	NA	NA	3.35214	7.11778	8.17752	1.38159	22	1.6173	probable
SRCAP	11	26.5738	23.7922	25.0861	30.6309	30.9353	32.7259	34.9945	8.1322	9.02147	9.60971	43.5407	49.6413	15.3415	12.3636	9.04478	10.2025	9.80468	8.04278	11.7755	8.79356	28.1499	29.197	33.2452	36.9393	41.0398	34.2155	26.9878	35.5558	27.5953	33.9931	35.705	13.3753	11.3339	12.5812	15.9938	10.3762	31.8995	30.6612	16.3232	34.2982	38.5374	36.3311	37.5605	30.404	32.4696	33.2718	36.5606	25.1457	39.9578	45.7952	48.2391	31.962	11.6203	0	0	0	0	0	-4.14	NA	NA	NA	NA	NA	10.4915	30.2484	17.3122	0.999999997	12	46072	438.0956	0.629618347	NA	4.639519904	NA	1.422325926	NA	4.79234	5.28582	42.9034	2.148	18	2.00188	probable
SREBF1	37	45.1492	39.7206	285.189	19.8659	44.3124	37.3697	56.6901	37.7884	25.6136	35.3546	18.5795	27.5206	30.4535	22.4646	29.3922	32.7253	35.3708	29.002	37.045	33.3039	64.0798	42.4547	21.2964	82.8874	74.9645	56.9922	49.2502	46.6573	79.1075	37.9758	82.895	22.4332	8.70933	22.8688	44.2111	93.2654	52.1862	80.9219	19.3258	115.403	72.7733	78.9866	69.8829	66.3798	69.6227	52.6459	33.011	31.0394	78.4453	60.2108	53.9224	80.0447	13.9614	0	0	0	0	0	-0.79	NA	NA	NA	NA	NA	7.38659	8.84412	9.9049	0.985657782	2	26612	471.84841	0.831385493	1	NA	NA	NA	NA	2.48601	5.16968	20.2997	1.96367	41	2.38625	probable
SREBF2	11.39794001	37.3613	31.0412	109.671	44.5253	36.905	62.1148	52.3082	60.0883	85.8196	43.5874	148.079	158.775	106.636	107.524	55.4683	59.1602	56.6686	36.8189	48.1141	30.0674	34.9727	61.8585	166.047	36.7371	52.8963	45.9268	59.9816	62.767	113.302	61.7638	53.3608	37.3275	25.5729	30.3792	57.8043	28.9698	72.2796	67.5024	22.59	135.753	58.4715	57.7073	49.7837	90.1308	90.0848	56.1098	46.2767	65.0611	42.6869	45.8113	57.5191	69.7287	14.2242	0	0	0	0	0	-1.83	NA	NA	NA	NA	NA	8.07538	25.7347	6.99696	0.996271601	4	74203	3329.62947	0.799691498	1	NA	NA	NA	19.3882	6.55844	8.11157	3.57601	2.79768	320	3.1047	probable
SSTR1	7.301029996	1.1792	1.47709	0.214416	1.19609	1.44761	2.1087	3.42734	4.97362	8.4501	1.98293	0.729474	0.730877	9.32411	10.2834	3.2769	8.32416	2.93368	1.41254	1.33291	4.57698	1.61391	9.12075	0.00730895	2.1131	1.92403	0.732764	3.5179	0.862545	0.394181	0.639711	2.20051	0.641673	0.461717	0.734409	1.59928	4.55851	8.43577	0.472549	0.288499	2.4275	1.38772	1.27207	1.50789	0.408365	0.479949	4.21385	0.614801	11.5626	0.211517	0.781304	2.54649	0.943536	0	0	0	0	0	0	-0.07	0	0	0	0	0	11.5873	18.0983	8.03693	0.829919497	2	5068	30.24688	0.640932739	NA	NA	NA	NA	5.49298	NA	3.56468	6.58471	1.27619	23	1.26651	probable
SSTR5	16.69897	0.0993137	0.0535393	2.5808	4.48711	0.848945	0.320412	0.166931	0.0449991	0.033557	0.0489215	0.0203868	0.0335662	0.119576	0.11977	0.0428508	0.353337	0.0265346	0.0234348	0.0480737	0.0614924	0.0348298	0	0.0224155	0.083164	0.111098	0	0.0469875	0	0.0584145	0	0.154963	5.64048	1.98715	0.5581	3.52404	0	0	0.859972	0.0860448	0.043972	0.0326361	13.7058	1.1468	0.0800325	0.112909	0.123185	0	0.0926652	0.426977	0	0.0343638	0.389298	0.0392212	0	0	0	0	0	-0.39	NA	NA	NA	NA	NA	10.9527	4.62862	13.7523	0.062334466	NA	8698	770.72276	0.389424682	NA	NA	5.2836	NA	6.12389	NA	NA	7.96875	NA	NA	NA	probable
ST3GAL5	12.69897	8.39851	11.5812	29.2536	3.73433	3.33227	2.13854	13.6016	8.66681	10.4667	10.5364	13.2538	13.1465	12.872	14.9536	9.13554	9.0141	11.9265	9.70682	15.5221	8.2459	6.77834	3.83077	1.94178	5.79579	5.60117	3.76278	3.09584	4.9108	1.54405	3.94951	10.5871	1.59429	0.871813	0.794576	1.64576	2.74546	12.6898	4.71308	3.63744	7.92582	9.45113	8.85728	5.47107	4.40569	4.51541	5.71008	14.6435	2.55607	8.31067	31.5324	10.4064	4.39767	1.41828	0	0	0	0	0	-0.38	0	0.0128446	0	0	0.04	7.38615	8.23716	11.5271	0.02785491	3	49870	1071.60517	0.384959877	1	NA	NA	NA	3.5037	1.64891	NA	9.88516	1.34661	NA	NA	probable
STAG3	14.69897	1.96122	1.38069	1.43122	1.67083	1.69036	1.23331	1.80071	1.53264	1.28964	1.85049	8.05346	10.7045	2.30734	1.84872	2.10638	1.93666	1.80515	1.61131	4.87163	2.49583	1.80366	1.05481	26.0842	3.4345	4.03676	2.06899	1.27781	1.52565	0.79002	1.56948	3.43978	0.707678	0.407566	1.11007	1.14428	1.00194	1.85339	1.40903	3.65072	7.96585	6.00272	6.10149	2.27233	1.45054	1.44987	3.69469	10.4716	0.909391	103.948	2.2404	4.10361	2.14429	1.49423	0	0	0	0	0	-1.1	0.0666667	0.0182562	0	0	0.006	11.3526	20.3175	8.073	1.10E-06	30	43925	421.44611	0.68339467	NA	4.21758896	NA	0.734913751	2.92354	9.67846	5.17586	23.1128	1.19217	NA	NA	probable
STARD3	50.69897	54.092	41.1755	49.6723	45.4289	45.5957	39.6808	48.3408	18.1858	21.5358	24.7177	46.0048	53.8603	32.9304	27.3179	21.9098	24.2326	28.8431	22.842	44.023	26.4101	53.0687	36.9821	35.5762	83.7897	65.7288	45.7389	35.328	46.2314	38.4195	43.1257	58.03	16.9212	10.5317	21.718	27.691	19.963	79.884	37.1957	18.3922	105.357	61.8007	65.0183	55.0054	47.8278	52.0672	46.4522	76.7767	37.8835	75.9136	62.8492	65.1529	54.5478	49.4959	0	0	0	0	0	-0.24	NA	NA	NA	NA	NA	5.30759	15.3512	4.16565	0.149477765	4	26419	5346.25355	0.554481149	NA	NA	NA	NA	5.14643	1.58052	4.62439	15.8641	1.21419	61	1.74032	probable
STAT6	38.52287875	142.041	130.939	125.309	183.854	166.28	186.742	190.511	8.96726	12.2023	15.8126	4.01696	5.78451	24.2747	20.5406	8.59269	7.84443	15.7663	11.5921	11.845	9.51132	131.406	137.02	166.234	212.691	215.319	168.205	132.063	173.281	137.423	158.613	190.997	47.4857	22.2685	65.2225	96.3683	58.5524	188.423	120.727	10.1061	166.878	219.35	29.8202	174.671	152.895	149.626	161.814	213.2	103.04	35.2074	140.265	205.886	181.192	172.925	0.438482742	0.438482742	0	0	0	-0.69	0.714286	0.00814536	0	0	0.01	7.25457	15.3347	16.3468	0.100774662	1	36731	95.51346	0.594703972	NA	5.448971557	NA	NA	9.0462	2.42083	5.46778	17.1695	NA	NA	NA	probable
STH	NA	0	0	0	0	0	0	0	0.176438	0.154508	0.301272	1.6109	2.01629	0.286136	0.313301	0.237412	0.263086	0.189046	0.19701	0.153874	0.177614	0.0730009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.212094	0	0	0.252898	0	0	0	0	0	0	0.170426	0	0	0	0	0	0	0	0	0	0.66	NA	NA	NA	NA	NA	NA	NA	NA	0.004444666	1	444	56.13997	0.146139458	NA	4.21758896	0.000495	NA	1.84224	NA	NA	NA	NA	NA	NA	least likely
STK11	11.04575749	28.0029	23.6897	27.2297	31.0287	28.345	31.9957	33.9138	14.2324	18.4908	14.4218	52.7988	52.6322	21.873	21.6917	14.5151	14.2179	15.4422	12.5892	12.3591	11.7472	28.441	25.3217	27.5689	35.9202	42.6577	29.1533	27.4015	26.6151	26.0213	25.1398	36.367	17.4815	13.0566	16.222	19.1164	13.6235	30.1853	22.2514	35.4738	38.1779	39.3035	33.852	36.8056	30.2558	32.0251	28.871	40.8626	23.2682	119.642	37.4847	40.29	33.5821	23.6619	0.407347768	0.407347768	0	0	0	-0.54	NA	NA	NA	NA	NA	9.59942	3.38312	9.55956	0.978282902	2	39022	50.82377	0.782960892	NA	6.82488359	NA	0.435028283	NA	1.96055	8.65708	10.2247	2.09796	65	1.56982	probable
STK16	NA	18.6178	15.9995	23.6643	20.9161	19.7286	20.1204	22.8861	10.2319	12.1773	11.8085	12.0856	12.4443	14.521	14.5842	9.74924	10.4742	13.1346	10.1133	13.1954	11.0072	20.638	30.2891	32.3898	20.8518	22.4825	20.4595	19.8672	20.157	20.3207	20.3133	22.0971	9.0165	7.60287	16.6118	19.8317	18.0413	21.6314	21.1277	6.56851	24.0948	21.7951	25.565	25.0393	18.3277	19.5888	20.0169	26.5276	20.6921	38.345	29.8956	22.1546	19.2763	21.1246	0	0	0	0	0	-0.29	NA	NA	NA	NA	NA	9.46113	11.8174	12.4728	0.000478667	8	4882	76.47329	0.408489227	NA	6.82488359	NA	NA	2.76191	8.483355	2.55108	13.7685	2.577585	NA	NA	probable
STRADB	14.39794001	23.1368	20.4923	60.7135	14.5638	14.3918	12.2566	16.5378	16.4913	17.0501	15.2921	22.8666	20.8903	15.3215	17.2096	18.1406	17.9317	15.1247	13.6014	36.6206	21.2486	21.8246	45.9151	9.64855	21.9978	20.1462	14.474	21.5246	14.3321	15.4799	14.0252	20.0472	15.2962	20.1775	29.7304	22.8674	34.4636	17.0826	12.5908	50.9438	24.8557	20.0981	26.4607	17.5117	6.46631	6.67142	23.98	15.861	8.93485	19.4074	23.6382	20.8032	15.1481	63.9716	0	0	0	0	0	-0.45	NA	NA	NA	NA	NA	10.4968	9.14954	10.0014	0.669632058	7	92988	14.45402	0.774626613	NA	NA	NA	NA	NA	2.80348	3.34787	6.2011	2.11078	132	1.79013	probable
SULT2B1	NA	0.206664	0.192338	0.34845	0.249113	0.233699	0.162844	0.477861	0.338004	0.576985	0.242849	0.669467	0.808137	0.719936	0.842814	0.384417	0.475839	0.208378	0.271886	0.331575	0.451471	3.14543	0.138307	0.180976	0.426409	0.422551	0.510215	0.6791	0.449685	248.884	0.552164	0.481183	0.178747	0.103391	0.735182	10.0356	0.117836	12.3117	4.42904	0.102122	0.265527	0.15505	0.406784	23.9363	184.985	176.893	3.10506	0.211511	1.58427	1.15158	2.22978	0.188236	156.417	0.110566	0	0	0	0	0	0.62	NA	NA	NA	NA	NA	7.06962	6.86564	6.03654	0.827919002	18	47350	197.22278	0.313711941	NA	NA	NA	NA	4.52203	NA	NA	4.08531	1.28527	NA	NA	probable
SYNDIG1L	14.69897	0.804025	0.511329	0.158824	1.96365	1.26294	1.29614	0.382564	2.40759	2.99421	461.892	1.48261	1.64845	2.75134	2.71532	1.52351	10.1916	345.382	418.571	1.81605	14.3671	0.544333	0.0308877	0.0706081	0.413302	0.423589	0.64125	0.518437	0.543016	0.13411	0.394681	0.393691	0.193991	0.0991395	0.257582	0.167195	0.0453742	1.6142	0.24886	0.0815167	0.706718	0.438994	0.972099	0.467898	0.413041	0.648324	0.606661	0.30295	0.144756	0.434349	0.484768	0.69911	0.480948	0.0552186	0	0	0	0	0	0.57	NA	NA	NA	NA	NA	8.43215	NA	NA	0.003664182	0	20209	795.52044	0.344946861	NA	NA	NA	NA	3.40677	NA	NA	NA	1.65201	80	1.42984	probable
TAPBPL	1296.39794	16.9332	14.2032	13.8866	18.7889	17.9585	16.4088	20.8869	4.26671	4.03489	6.15313	2.295	2.99272	4.74851	4.16477	3.81014	4.82616	5.69727	5.50792	7.1795	5.43685	18.6469	10.861	33.6683	23.4452	24.3335	20.6726	24.3599	17.3815	12.2336	16.5865	21.1757	11.2843	5.62986	12.8909	17.0821	10.4596	24.0433	27.8704	4.38494	22.6833	19.7001	20.8532	25.7898	12.1111	12.927	28.499	28.8549	15.3663	5.51446	43.9191	23.6933	18.4094	18.6307	0	0	0	0	0	0.98	NA	NA	NA	NA	NA	8.96566	14.0711	12.6534	3.29E-07	5	14827	2460.03856	0.123297259	NA	NA	NA	NA	NA	3.94077	3.27774	13.3831	NA	NA	NA	probable
TBC1D10A	14.69897	34.6161	27.7331	19.5774	48.1065	35.8839	35.1994	33.5045	6.96959	9.21559	10.9169	11.522	13.5896	12.0609	10.4156	6.49903	8.88626	10.6899	10.5887	5.5103	6.69781	36.8974	15.875	20.9742	36.703	32.7712	26.612	22.9922	27.0794	52.2562	27.1924	28.4172	7.46852	4.8319	17.664	17.7511	9.96682	39.4904	29.9819	3.34224	46.4989	38.8757	32.7263	36.8873	59.2642	62.1474	24.1645	38.0173	18.716	45.245	38.3505	32.1861	63.1384	16.8618	0	0	0	0	0	-0.4	NA	NA	NA	NA	NA	9.4495	11.2067	10.3182	0.975495335	2	35056	484.03886	0.481146038	NA	NA	NA	0.556220647	NA	9.22154	3.23752	9.93424	2.70138	63	2.38722	probable
TBC1D22A	11	18.6299	15.283	13.0983	16.5548	16.8376	18.1001	15.9787	6.77098	8.28002	6.79277	7.44921	8.11043	10.3299	10.0068	6.63442	8.71631	7.65661	5.992	12.3078	7.73017	16.316	14.9404	37.5214	18.8433	19.1065	12.967	13.6757	13.2299	17.8129	13.7152	16.5383	6.92608	5.72169	9.1249	9.95853	5.58671	19.1309	15.7901	9.61619	22.1074	15.5614	15.4703	14.1184	20.1815	21.9144	17.3643	24.5755	12.6185	13.7486	20.835	18.1228	18.0075	12.9374	0	0	0	0	0	0.2	NA	NA	NA	NA	NA	8.60616	5.1997	10.4042	0.957287978	8	412818	93.04139	0.72829324	NA	NA	NA	NA	5.67031	2.2282	2.99048	7.86955	2.4216	1421	2.34602	probable
TCEB3C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
TCEB3CL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
TCF19	17.39794001	8.73458	5.46426	2.33014	9.50874	7.16832	8.50389	11.3049	1.46105	1.29749	1.29273	17.011	15.1934	1.4581	1.3341	1.28419	1.61945	1.18518	1.20251	2.752	1.88617	8.74535	16.0735	68.8454	15.922	12.2686	7.51487	8.45265	5.95521	18.3131	5.41841	8.7126	2.7784	1.9913	3.32434	4.88091	0.80933	8.09421	7.07905	2.00668	9.92846	10.4801	2.47489	10.5858	15.1622	15.8268	11.8205	15.3985	6.07307	4.71963	5.62292	13.5515	16.074	3.02914	0	0	0	0	0	0.82	NA	NA	NA	NA	NA	8.59509	21.0736	11.6188	0.000232744	1	8617	493.99062	0.204157516	NA	NA	NA	NA	NA	1.90662	5.43331	13.5094	1.98028	NA	NA	probable
TERF2IP	8.522878745	64.5524	59.4736	69.2896	89.1292	76.8924	89.4744	57.9657	97.2141	128.593	112.117	302.501	219.189	123.845	186.815	87.0131	156.523	139.345	88.0069	119.169	99.1352	62.1352	44.4951	83.3996	74.978	77.1889	56.7464	34.4085	56.324	34.8962	53.0816	78.2019	38.3815	25.9323	27.09	42.7457	18.2727	67.6318	39.6248	27.4195	81.6065	100.999	180.209	61.2531	51.4642	51.0792	44.4499	64.7058	27.3996	86.5934	79.4834	79.827	58.0975	30.752	0	0	0	0	0	-0.16	NA	NA	NA	NA	NA	7.03475	51.9981	14.8648	0.022797301	8	114086	160.91892	0.739402294	NA	NA	NA	0.517280557	2.7543	3.77675	10.1351	33.368	2.12092	135	2.34558	probable
TEX261	NA	70.3088	66.7652	68.2983	79.5968	72.9278	61.5209	63.8539	20.2363	19.651	25.3177	48.4123	54.5498	26.388	24.6727	20.545	23.9821	24.8322	22.3395	38.0342	24.9841	66.4012	108.179	50.9256	78.1392	88.146	58.3546	49.6624	61.5748	50.0464	57.8315	78.8689	36.0202	28.8439	32.4267	50.129	31.234	66.9252	56.6529	48.2308	89.9934	95.0424	78.7099	67.4604	44.0938	48.7698	57.0629	61.4221	51.3578	111.747	103.349	85.7005	60.9622	19.8797	0	0	0	0	0	-0.23	NA	NA	NA	NA	NA	7.35558	21.9053	10.0269	0.000195342	3	9007	1.10092	0.139342904	NA	NA	NA	0.175810451	3.02962	2.97851	8.43594	15.3047	1.76742	31	1.15137	probable
TFAP4	25.30103	10.3939	7.03501	5.57388	5.04521	6.30727	7.02589	10.2979	3.28996	4.1938	5.08586	25.4122	22.7406	5.63619	6.23854	3.68858	5.26034	5.9437	4.20076	5.78364	3.77676	10.055	15.6979	18.5468	18.2361	17.3932	8.06001	7.70046	5.7331	10.6482	5.24484	16.3735	2.16067	1.56177	3.02966	5.02974	3.85409	7.95918	9.21354	4.52021	15.1941	18.613	9.59621	11.4079	15.5198	16.2156	11.7855	13.1578	6.39878	3.64563	9.79383	17.823	15.0429	2.54168	0	0	0	0	0	0.08	NA	NA	NA	NA	NA	6.87969	18.3187	19.8334	0.978529176	0	15889	176.04161	0.72829324	NA	9.730309499	NA	0.27494606	NA	1.94592	4.61576	14.7884	1.33169	NA	NA	probable
TGFB1I1	NA	101.322	71.7156	20.9007	369.498	285.82	379.968	243.067	3.05025	2.77068	3.34115	6.73348	7.79427	3.85962	2.47195	3.14442	3.31819	2.6115	3.72811	4.24823	3.82869	89.2874	108.376	2.60158	217.675	224.824	433.089	137.532	363.367	34.3374	365.511	280.735	38.6677	14.1551	20.1284	25.8421	5.39058	98.3232	29.8326	8.01018	101.919	143.183	12.3783	122.343	29.774	41.704	49.512	49.0874	39.4915	19.702	54.3994	512.579	109.004	1.49753	0	0	0	0	0	-0.47	NA	NA	NA	NA	NA	8.23788	16.0721	9.85717	0.074916919	32	6375	165.58108	0.731391132	NA	NA	NA	1.191188329	3.57766	8.1174	6.49505	23.1388	5.49838	9	3.64575	probable
THEM5	18.22184875	0.513579	0.635656	0.449605	0.370592	0.829251	0.24547	0.346306	1.23058	1.37155	0.834142	1.44923	1.30227	2.75331	3.17871	1.17633	1.02026	0.620108	0.86443	2.66408	1.25743	0.816151	0.212192	1.13178	0.434652	0.592714	0.243895	0.385563	0.355427	3.75783	0.420925	0.694605	0.978609	0.143586	1.34506	1.62865	0.982803	1.14845	2.45173	0.218944	2.9255	0.380213	3.13929	0.609959	213.275	240.984	0.805745	0.838325	1.02513	1.58433	0.583439	0.249979	2.50618	1.14394	0	0	0	0	0	1.01	NA	NA	NA	NA	NA	8.68424	NA	11.1976	5.98E-07	1	6434	150.75669	0.144167379	NA	NA	NA	NA	4.63929	NA	NA	10.4067	1.75473	NA	NA	probable
THRA	10.52287875	41.4648	33.8066	32.1726	55.1809	48.58	72.6747	39.6668	92.9885	109.665	110.369	144.481	126.288	94.7694	103.824	67.5263	78.2465	172.846	74.604	65.3595	58.5752	39.1613	24.7395	1.74318	71.2734	65.7313	65.7603	34.3873	53.2813	14.0716	50.5385	57.7019	23.6059	18.7177	14.1754	14.0388	3.27861	34.6475	21.9526	28.7831	53.1025	68.5336	39.4257	32.0204	38.7167	40.8482	29.7667	13.9272	31.9583	17.7382	31.5728	65.1692	41.1576	4.51433	0	0	0	0	0	-0.56	0	0.0303885	0	0	0.28	8.23975	8.2593	8.17879	0.16700677	2	35577	9.65202	0.727574825	1	NA	NA	NA	5.070995	4.64563	5.739	6.08423	2.11933	30	3.26042	probable
