Gene	REVEL.max	MetaSVM_rankscore.max	MetaLR_rankscore.max	MCAP.max	wgEncodeBroadHmmHuvecHMM.count	betamax	logpval_gwascatalog	Adipose_Subcutaneous_GTExFC	Adipose_Visceral_Omentum_GTExFC	Adrenal_Gland_GTExFC	Artery_Aorta_GTExFC	Artery_Coronary_GTExFC	Artery_Tibial_GTExFC	Brain_Amygdala_GTExFC	Brain_Anterior_cingulate_cortex_BA24_GTExFC	Brain_Caudate_basal_ganglia_GTExFC	Brain_Cerebellar_Hemisphere_GTExFC	Brain_Cerebellum_GTExFC	Brain_Cortex_GTExFC	Brain_Frontal_Cortex_BA9_GTExFC	Brain_Hippocampus_GTExFC	Brain_Hypothalamus_GTExFC	Brain_Nucleus_accumbens_basal_ganglia_GTExFC	Brain_Putamen_basal_ganglia_GTExFC	`Brain_Spinal_cord_cervical_c-1`_GTExFC	Brain_Substantia_nigra_GTExFC	Breast_Mammary_Tissue_GTExFC	Cells_Cultured_fibroblasts_GTExFC	`Cells_EBV-transformed_lymphocytes`_GTExFC	Colon_Sigmoid_GTExFC	Colon_Transverse_GTExFC	Esophagus_Gastroesophageal_Junction_GTExFC	Esophagus_Mucosa_GTExFC	Esophagus_Muscularis_GTExFC	Heart_Atrial_Appendage_GTExFC	Heart_Left_Ventricle_GTExFC	Kidney_Cortex_GTExFC	Liver_GTExFC	Lung_GTExFC	Minor_Salivary_Gland_GTExFC	Muscle_Skeletal_GTExFC	Nerve_Tibial_GTExFC	Ovary_GTExFC	Pancreas_GTExFC	Pituitary_GTExFC	Prostate_GTExFC	Skin_Not_Sun_Exposed_Suprapubic_GTExFC	Skin_Sun_Exposed_Lower_leg_GTExFC	Small_Intestine_Terminal_Ileum_GTExFC	Spleen_GTExFC	Stomach_GTExFC	Testis_GTExFC	Thyroid_GTExFC	Uterus_GTExFC	Vagina_GTExFC	Whole_Blood_GTExFC	DeepSEA_Functional_Significance	ExomiserScore	humanscore_Exomiser	mousescore_Exomiser	fishscore_Exomiser	ppiscore_Exomiser	BPmed	SideeffectFreq	Sideeffectseverity	Others	Mechanism	RVIS_Score	Rank	humancellsensitivity	humancellspecificity	mousecellsensitivity	mousecellspecificity	ui_panglaoDB	SDI	SignalValue_H3k4me1_median	SignalValue_H3k4me3_median	SignalValue_H3k27Ac_median	pLI_ExAC	CNVs_ExAC	Gene_length	MGI_Gene	Ratmodel_Gene	GDI_Score	GTEx_signif_sexbias	HIPred	IPA_BP	IPA_Activity	O_GlcNAc_Score	EMS_Max	PharmGKB_Score	ExAc_constraint_obs_exp	SIFT	PolyPhen	LoFtool	CADD_raw	DANN_score	Eigen-raw_coding	GERP++_NR	GERP++_RS	GenoCanyon_score	M-CAP_score	MetaLR_score	MetaSVM_score	MutationAssessor_score	DEOGEN2_score	PROVEAN_score	MutPred_score	REVEL_score	FATHMM_score	fathmm-MKL_coding_score	integrated_fitCons_score	GERP_Rankscore	PMIDB_Metabolite_interactor	interaction	SignalValue_H3k27me3_median	SignalValue_H3k9ac_median	SignalValue_H3k9me1_median	H4k20me1_count	SignalValue_H4k20me1_median	BPlabel
RP11-676J12.7	NA	NA	NA	NA	492	0.2664	NA	0.958003	-0.851785	-1.280751	NA	NA	-0.925106	NA	NA	NA	NA	NA	NA	NA	-6.643856	NA	NA	NA	NA	NA	0.606714	-1.154059	NA	1.038853	1.025522	0.610873	0.590447	NA	0.831561	NA	1.163881	-2.897327	0.924294	0.538833	0.617838	0.73692	-6.643856	NA	NA	0.926011	-2.616874	0.572175	-1.115756	1.516982	0.786641	1.061759	0.830289	-1.033607	0.959924	NA	0.042456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.23975	10.9308	8.84501	NA	NA	1580	NA	NA	24.8781	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.2994	1.2626	NA	NA	least likely
RP11-701P16.2	NA	NA	NA	NA	465	-0.2725	NA	0.344616	0.592419	NA	NA	-0.79932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.108772	NA	-0.718168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.186843	0.844392	1.521142	-0.811782	1.475296	NA	NA	1.039668	-0.49878	0.446047	0.448755	NA	2.460798	NA	-0.391255	NA	NA	NA	-0.949136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.05716	13.9417	NA	NA	NA	7670	NA	NA	2.26953	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.07743	NA	1.39352	10	1.8442	least likely
RP11-763F8.1	NA	NA	NA	NA	44	0.3302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.391109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.39681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.8734	NA	NA	NA	NA	6272	NA	NA	76.62647	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
RTN4	NA	NA	NA	NA	61	0.4213	15.698970004336	-0.124241	0.101067	-0.62828	-0.171742	0.354873	-0.112345	-0.215503	-0.456331	0.192736	0.090447	-0.067513	0.071972	-0.358657	0.065129	0.079758	0.08883	0.07721	0.358936	-0.352443	0.110063	0.077413	0.474226	-0.090102	-0.138215	-0.143305	0.194575	0.112927	-0.18204	-0.417773	2.514191	1.219186	-0.226711	-0.141503	-0.195136	-0.103238	0.489597	-0.191983	-0.102467	-0.100133	-0.107482	-0.105082	0.209215	-0.142419	-0.146828	-0.056299	-0.601534	-0.210886	0.197099	-0.109917	NA	0	0	0	0	0	NA	NA	NA	NA	NA	1.85	NA	0	0.504699	0	0	0.553	10.515842	6.50294	8.44929	7.74352	0.0108353564169536	2	140432	NA	NA	1450.14696	NA	0.289121509	1	1	4.42178746854709	NA	NA	NA	0.32	1	0.805	4.591038	0.998143407722155	0.95323985524403	6.06	6.06	0.9999999999895	0.183546	0.6095	0.4495	3.415	0.53845	-2	0.909	0.696	2.29	0.99096	0.722319	0.79688	TRUE	NA	NA	9.94005	1.48236	244	4.87423	possible
SAPCD1	NA	NA	NA	NA	241	0.3148	NA	-0.734719	0.395937	0.84733	-0.210052	-0.354974	-0.25537	-6.643856	-0.220814	0.926325	0.577444	0.505704	-0.3168	0.686599	0.630477	0.223015	1.063056	-0.42013	0.91476	-0.358299	-0.115311	-0.087667	0.32255	-0.182264	0.17203	0.303288	-0.131593	0.251364	-0.338311	-0.852759	0.223573	0.392595	-0.408375	-1.344308	-0.491995	-0.101303	0.212888	-0.371862	0.165742	-0.568951	0.303778	0.329758	-0.73344	0.172021	-0.210016	0.087627	-0.570426	0.401052	-1.588695	0.544492	NA	0	0	0	0	0	NA	NA	NA	NA	NA	1.44	NA	NA	NA	NA	NA	NA	NA	8.93958	NA	7.13562	2.31956261529551e-07	2	2052	NA	NA	699.03034	1	0.146139458	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.48563	1.20474	NA	NA	possible
SARS2	NA	NA	NA	NA	49	-0.1342	NA	-0.248062	-0.271049	0.286433	-0.204351	-0.250019	-0.266774	0.552418	0.433574	0.48571	-0.811832	-0.053616	0.061828	0.52036	-0.440548	-0.642561	0.532692	0.423209	-0.150827	0.676051	-0.250331	-0.206126	-0.280334	-0.180262	-0.221796	-0.212074	-0.197773	-0.28489	0.304891	-0.058027	-0.25578	-0.132109	-0.350467	-0.231879	-0.114896	-0.221133	-0.23264	-0.360608	-0.115658	-0.250961	-0.346883	-0.325355	-0.369208	-0.319074	-0.249787	-0.081781	-0.260685	0.277917	0.247171	-0.53186	0.096361	0.615881762	0.615881762	0	0	0.507379896	NA	NA	NA	NA	NA	-0.71	NA	NA	NA	NA	NA	NA	1.47083869	6.8034	21.4247	23.2015	5.30599942085599e-05	7	34589	NA	NA	564.91468	1	0.402789861	1	0	NA	NA	NA	NA	0.37	1	0.681	1.805588	0.507950098240058	-0.468211678529081	4.9	4.9	0.999991418678497	0.027122	0.1229	-0.8765	-0.805	0.047118	0.38	0.68	0.112	-0.92	0.88318	0.634777	0.42368	TRUE	NA	12.1739	19.5256	2.15544	NA	NA	possible
SBF2	NA	NA	NA	NA	180	0.2271	101	0.05464	0.068559	0.251192	-0.177589	-0.139643	0.135451	0.115959	0.247412	-0.34195	-0.923714	0.13533	-0.118852	-0.153314	0.413461	0.950515	0.118016	0.528649	0.228138	-1.837404	0.211459	0.201478	1.923988	0.259129	0.094836	-0.11203	-0.109535	0.0759	0.125095	-0.345494	0.188634	-0.134682	0.251454	0.086594	-0.078349	0.032254	0.292257	-0.137272	-0.373129	0.294076	-0.225508	0.186794	-0.21713	-0.067508	0.140692	-0.062645	0.082446	-0.248762	-0.164613	0.137911	0.048678	0	0	0	0	0	2	4	2	NA	NA	-2	NA	NA	NA	NA	NA	NA	2.97179723	7.71482	9.06741	8.21046	0.380054089955573	15	515540	NA	NA	987.04507	1	0.426189721	1	0	NA	NA	NA	NA	1	1	0.0995	3.964545	0.9993878106029	0.658929251374741	5.48	5.48	1	0.513417	0.6111	0.4881	3.705	0.950283	-3.77	0.657	0.93	2.72	0.99022	0.75658	0.80675	NA	NA	NA	9.98409	1.69646	760	1.89254	probable
SCN10A	0.231	0.662	0.056	NA	320	-0.2424	633.221848749616	NA	NA	NA	0.685471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.059189	-0.943178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.775995	NA	NA	NA	NA	0.0043294	0.517372347	0	0.468244205	0	0.517372347	2	5	3	NA	NA	-1.32	NA	0	0	0	0	0.003	3.97098282	7.09937	4.05808	9.57777	6.14214934293813e-26	4	97208	NA	NA	1695.64989	NA	0.519814193	1	1	NA	NA	3	NA	0.1	0.999	0.0382	3.902288	0.993330624727756	0.655139554643889	5.87	4.39	1.45364123649076	0.437298	0.9253	1.1002	3.645	0.688982	-3.5	0.539	0.676	-3.96	0.99072	0.500041	0.52211	NA	NA	2.44398	11.4724	1.24427	NA	NA	probable
SCN2A	NA	NA	NA	NA	208	-0.2077	11.698970004336	-0.424599	0.841362	-0.441854	0.699334	0.801746	0.546373	0.813755	0.377492	0.096762	0.235775	0.107842	-0.17247	0.159534	0.40536	-0.216401	-0.070924	0.711337	-0.949463	-0.365158	0.449822	-0.834253	NA	0.802411	-0.53641	-0.679093	NA	1.392479	NA	NA	-0.329892	NA	-1.813246	0.960722	NA	-0.45877	1.008995	NA	1.057115	0.912685	0.881104	0.681511	-2.841878	0.630582	-0.660204	-0.290894	NA	-1.460875	1.309775	NA	0.046855	0.518955415	0	0	0	0.518955415	2	3	2	NA	NA	-1.99	NA	0	0.00344612	0	0	0.002	10.68395422	4.5604	NA	7.47709	0.999999992314383	5	152906	NA	NA	693.6775	1	0.778094649	0	0	NA	NA	3.75	0.508451998	0.08	1	0.00145	4.108349	0.997683009506581	0.896710828641175	5.53	5.53	0.999999909003064	0.846337	0.9401	1.0896	2.775	0.865503	-6.44	0.308	0.836	-4.1	0.99677	0.487112	NA	NA	NA	2.40296	NA	NA	410	1.1667	probable
SGCD	NA	NA	NA	NA	280	0.211	10	0.193057	0.206971	-0.995595	0.801864	0.737237	0.542082	-1.554781	-1.227865	-0.502352	-0.440062	1.082803	0.675051	-0.146944	0.331182	0.340568	-0.382452	0.916598	0.46328	-1.946273	0.220822	0.756771	NA	-0.286582	0.275704	0.259885	0.742636	-0.268568	0.28115	0.223432	-0.861159	1.507583	-0.380054	-1.64774	-0.104683	0.126987	-1.393254	-1.718065	0.855876	1.028982	-0.510465	0.205697	-1.347733	-6.643856	-0.574235	0.178783	-1.165188	0.912577	1.961728	NA	0.0066188	0.540926836	0	0.540926836	0	0.508985979	NA	NA	NA	NA	NA	-0.27	NA	NA	NA	NA	NA	NA	6.69970933	NA	NA	NA	0.00233910042363156	5	897445	NA	NA	233.51927	1	0.667762339	1	1	NA	NA	NA	NA	0.01	0.121	0.276	2.960049	0.995793343179441	-0.138587485678469	4.67	3.5	0.840197678007566	0.103779	0.7485	0.2311	2.08	0.958488	-2.98	0.755	0.451	-3.5	0.75531	0.487112	NA	NA	NA	NA	NA	NA	NA	NA	possible
SH2B3	0.158	0.399	0	NA	46	-0.2456	75.698970004336	0.26101	-0.394693	-0.138909	0.55251	0.665363	-0.260805	0.809528	0.394247	-1.706753	0.195196	0.082907	0.102967	0.299749	0.672654	-1.208483	-2.287446	0.182304	1.15464	0.912041	-0.380701	-0.077888	-1.131879	0.292614	0.138314	0.208708	-0.167929	-0.377703	-0.49321	-0.43107	-0.40191	0.613418	-0.282152	0.885704	-0.608159	0.201665	0.76363	0.267078	-0.813185	-0.142553	-0.312647	0.074653	-0.097907	0.161668	-0.681474	-0.176375	-0.074956	1.342135	0.419334	-0.457411	0.025935	0.957427108	0.957427108	0	0	0.502129463	2	5	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.96798985	8.0315	5.76125	11.7626	0.00592218956138136	0	45675	NA	NA	1095.64678	1	0.55241257	0	0	NA	NA	3	0.556111955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.76949	FALSE	NA	NA	11.8893	4.19571	72	6.86065	probable
SHBG	NA	NA	NA	NA	8	-0.1763	3228.69897000434	-0.527265	-2.72042	0.473789	0.831025	1.629966	0.373083	-6.643856	-0.32892	0.270876	0.448348	0.423663	-0.633348	-0.292487	-1.624881	-6.643856	-0.545798	-0.335292	-6.643856	0.50431	0.690733	0.903443	1.634893	1.224388	1.304366	0.497584	-0.426952	-0.243408	-0.915967	0.28995	1.329742	0.80281	0.293356	0.745052	-1.39322	0.466331	0.445454	0.743998	-0.501529	-6.643856	0.682309	-0.299985	1.238244	-1.5712	0.675084	-0.479492	0.243339	-6.643856	0.862594	NA	0.42099	0.542347219	0	0	0	0.542347219	3	NA	NA	NA	NA	0.13	15	0	0.00281955	0	0	0.001	1.97755717	6.87733	12.9422	9.52594	0.000188842387449784	4	19318	NA	NA	235.27173	1	0.123297259	0	0	NA	NA	NA	NA	1	0.3	0.226	0.722847	0.899853350158695	-0.953677463660676	4.93	-0.136	0.992139115470095	0.052521	0.4213	-0.6361	2.015	0.00379	-0.17	0.31	0.037	-1.23	0.03445	0.554377	NA	NA	NA	7.86985	18.8274	3.84647	4	4.7022	most likely
SHMT1	NA	NA	NA	NA	1	0.5332	31	0.37396	0.200376	1.035415	0.76788	0.608547	0.889607	0.332769	0.373332	0.283163	-0.332561	-0.316318	0.327357	0.340549	1.103031	-0.260935	0.224818	0.243526	0.41945	1.148967	0.300631	0.765784	0.652091	0.393871	0.306909	0.448079	0.232376	0.493892	0.519353	0.505407	-0.962785	0.740153	0.432528	0.43748	0.364349	0.328898	0.47729	0.387504	0.411157	0.391748	0.481725	0.532648	0.361494	0.428946	0.277102	-0.155076	0.375814	0.54787	0.318257	0.787782	0.034328	0.513465287	0	0	0	0.513465287	2	5	3	NA	NA	0.22	NA	NA	NA	NA	NA	NA	2.97639148	8.35882	15.1362	9.89925	1.86116477095909e-07	10	35669	NA	NA	986.92433	NA	0.770912826	0	0	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94266	TRUE	NA	4.49856	10.891	1.66047	17	1.86218	probable
SIK1	NA	NA	NA	NA	81	0.2211	8	3.164257	3.980835	3.95956	2.956159	3.540304	3.293267	1.504564	2.021782	-6.643856	-6.643856	-6.643856	1.281653	3.388707	3.401866	3.312715	3.253547	3.5983	3.309828	4.079688	3.74593	-2.55791	1.92967	2.716147	-3.244911	3.570715	2.923788	3.218081	3.355902	3.704335	2.23991	1.893511	3.615646	3.520863	3.400753	3.186712	-6.643856	4.311526	3.87599	3.735579	3.986849	3.163717	2.584827	3.459582	3.972684	2.897399	3.33932	2.987193	2.846531	2.479676	NA	0.509370905	0	0	0	0.509370905	2	5	3	NA	NA	-0.26	NA	0	0	0	0	0.029	2.8304118	11.7362	13.4066	9.20869	0.993830465042737	NA	12613	NA	NA	1292.6128	1	0.704433322	0	0	NA	NA	NA	0.448123831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.75213	32.2954	6.5282	36	3.6242	probable
SIK2	NA	NA	NA	NA	26	0.7476	14.301029995664	-0.103822	0.289109	0.187214	-0.12149	0.086726	0.211655	-0.294782	-0.474556	0.10912	0.47571	0.389892	0.191069	-0.564193	-0.636481	1.369206	0.2884	-0.105741	-0.231791	0.566067	-0.072453	0.145402	-0.162083	-0.120394	0.392951	-0.4677	-0.16763	0.385648	0.313828	-0.289352	-1.443954	0.531333	-0.225065	0.346146	-0.757842	-0.051981	-0.18032	-1.260933	0.661957	-0.432691	0.109498	-0.123806	0.618839	0.385691	0.854359	-0.125076	0.168538	-0.390197	-0.41226	-0.199938	0.015976	0.501932728	0	0	0	0.501932728	2	5	3	NA	NA	-0.42	NA	NA	NA	NA	NA	NA	2.8304118	8.62799	14.8006	10.1133	0.99983680888605	2	128462	NA	NA	43.02086	1	0.809006751	0	0	5.44897155748371	NA	NA	0.395113485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42108	TRUE	NA	NA	15.0398	1.3334	166	1.31143	probable
SIK3	0.11	NA	NA	NA	215	0.351	28.0969100130081	0.044661	0.081626	0.126572	-0.269147	0.183368	0.248975	0.180478	0.204244	0.238291	0.159167	-0.104645	0.295614	-0.234277	-0.118862	-0.136955	-0.216433	0.109117	0.116328	-0.086249	-0.171158	-0.074145	0.531157	0.257591	0.128495	0.318771	0.134707	0.227397	-0.087466	0.127865	-0.248927	0.456927	-0.077195	-0.087679	0.079182	-0.042241	0.379167	0.102463	0.361596	0.721437	0.128323	0.097635	0.892605	0.147489	-0.102201	0.099188	-0.203309	-0.215442	0.510233	-0.144244	NA	0.501936694	0	0	0	0.501936694	2	5	3	NA	NA	-0.99	NA	NA	NA	NA	NA	NA	0	7.56499	7.44975	10.8872	0.999882540750175	19	255035	NA	NA	NA	1	0.72829324	0	0	NA	NA	NA	0.325776748	0.42	1	0.312	2.278553	0.995328361960594	-0.215239196821386	6.17	-2.13	0.112418392597493	0.142429	0.283	-0.6384	NA	NA	-2.43	NA	0.542	-0.4	0.84751	0.6512	0.67838	NA	NA	NA	12.6301	1.74999	1249	2.16417	probable
SLC12A2	NA	NA	NA	NA	39	0.2966	137.698970004336	0.549363	0.251997	-0.298021	-0.480881	-0.192136	-0.141708	0.215344	-1.394423	0.530935	0.27235	0.247364	-0.124126	-0.557174	0.635237	-0.465587	-0.506462	0.383463	-0.332074	0.607412	0.547868	-0.171551	-0.20508	0.363354	-0.509919	0.712459	0.176915	-0.124623	0.143604	-0.546027	-1.920499	0.389557	0.19867	1.023928	0.264301	0.257348	0.834706	0.483071	0.397061	0.607762	0.113898	0.176104	-0.293032	0.463371	0.525697	0.066757	0.153755	0.870158	0.357671	-0.565663	0.10339	0.804354974	0	0.804354974	0	0.523028217	3	NA	NA	NA	NA	-1.31	NA	0.0666667	0.0501253	0	0	0.074	5.83357103	8.50821	5.30893	5.6135	0.999438621805128	5	105922	NA	NA	115.75595	1	0.638582647	1	1	NA	NA	NA	0.586745656	0.19	0.996	0.0758	4.080047	0.994524293916639	0.844492941609862	4.93	4.93	1	0.599546	0.9739	1.0825	3.675	0.959673	-3.05	0.7	0.929	-4.17	0.97326	0.733237	NA	FALSE	NA	NA	36.7669	1.27337	199	1.29013	most likely
SLC14A2	0.157	0.408	0	NA	28	-0.1682	80.1549019599858	1.283906	1.17053	0.858457	-0.620384	1.469797	-0.499857	NA	NA	1.429304	NA	NA	NA	NA	NA	NA	0.859788	-1.893968	NA	NA	-2.585297	1.854454	-1.328494	NA	NA	0.956135	NA	-3.981912	1.959793	NA	1.788811	NA	-0.692775	2.884565	NA	-0.403883	NA	NA	0.792864	-1.530015	1.798889	-0.478608	0.700798	0.638519	NA	0.415688	-0.6708	NA	-6.643856	NA	0.022419	0.500942495	0	0.395367293	0	0.500942495	3	NA	NA	NA	NA	0.28	NA	0	0	0	0	0.005	3.79511105	9.6155	NA	NA	8.427413552635e-14	4	470112	NA	NA	6537.42463	1	0.177065939	1	0	NA	NA	4.5	NA	1	0.994	0.877	4.064082	0.998914716868739	0.626392265042404	5.38	5.38	0.999998883606912	0.038469	0.3538	-0.2617	2.33	0.420731	-0.61	0.502	0.188	1.18	0.9491	0.693307	0.30011	NA	NA	3.23106	NA	1.71941	NA	NA	most likely
SLC16A1	0.035	0.428	0.017	NA	19	0.2408	19.0969100130081	0.196853	0.15764	0.194344	0.6452	0.55314	-0.254604	-6.643856	-6.643856	-6.643856	0.286615	0.260652	-6.643856	-1.446539	-2.166337	-0.286481	1.545025	1.288776	1.651814	1.103265	0.226202	0.08694	0.59655	0.766029	-0.566456	-0.145893	-0.128138	0.204911	0.182948	-0.203428	-0.791394	-0.236309	-0.472091	-0.319946	0.343325	-0.278214	0.60351	-1.605333	-1.076443	0.301758	0.35742	0.313876	1.557665	-0.281064	-0.247518	-0.282452	-0.150476	1.312981	-1.30227	-0.153973	0.020358	0.500028446	0	0	0	0.500028446	2	5	3	NA	NA	-0.07	NA	0	0.0494987	0	0	0.039	7.92021891	7.79645	4.68727	11.2839	0.826067878054453	15	45166	NA	NA	25.55771	1	0.788574338	0	0	NA	NA	NA	NA	NA	NA	0.173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	4.36826	1.22961	53	2.33034	probable
SLC22A7	NA	NA	NA	NA	148	-0.3138	13.5228787452803	NA	NA	NA	NA	NA	NA	-6.643856	-0.499124	-6.643856	-0.294426	-1.253847	0.299681	0.752565	2.442825	0.446113	-0.512468	1.419795	1.593339	0.993654	NA	NA	2.162303	NA	NA	NA	NA	NA	NA	0.839875	-6.643856	0.586228	NA	NA	NA	NA	-6.643856	NA	-0.369671	-4.448028	-0.363384	-0.545638	-6.643856	0.516124	NA	0.448036	NA	1.490734	-1.002763	NA	0.072329	0.50013257	0	0	0	0.50013257	2	4	2	NA	NA	-1.02	NA	0	0.000313381	0	0	0.001	3.64963493	7.58952	13.4627	NA	3.71516467731254e-06	1	9844	NA	NA	49.57694	NA	0.319299012	0	0	NA	NA	2.75	NA	0.01	0.768	NA	2.816619	0.98609428654905	-0.200018229773826	5.08	3.84	0.999998942969102	0.105206	0.3116	-0.6476	3.34	0.378078	-2.05	0.688	0.53	0.34	0.66605	0.554377	0.54382	NA	NA	3.75725	NA	NA	NA	NA	probable
SLC2A4	NA	NA	NA	NA	1	NA	18.1549019599857	0.232351	0.720165	-0.581306	0.449477	-1.096353	-0.771275	-0.559021	1.357182	0.338869	-0.700643	-1.032064	0.611489	0.391117	0.865275	0.488931	0.359993	0.50698	-2.333982	0.820743	-1.839644	0.776629	1.358385	0.22358	0.469424	-0.385719	0.373399	0.062274	-0.604618	-0.352527	-0.736139	1.07835	1.114792	-1.089722	-0.796086	1.020189	0.592662	-6.643856	0.531513	1.90344	-1.570838	0.352168	0.846567	0.498538	0.295044	0.234029	-1.675225	0.896124	-1.229625	0.334037	0.008413	0.906644289	0	0.906644289	0	0.502838457	3	NA	NA	NA	NA	-0.18	NA	0	0.00252366	0	0	0.001	17.64906737	8.14338	5.76113	6.27245	0.135386792584163	3	6590	NA	NA	1219.29265	1	0.637993336	1	1	NA	NA	NA	NA	0.67	0.744	0.304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.87978	8.180295	NA	NA	NA	most likely
SLC39A8	NA	NA	NA	NA	10	0.1648	133	0.390914	-0.282603	0.842249	0.217948	1.738217	0.31006	-2.011035	-2.561732	-0.423901	0.354584	-0.847941	1.057222	-0.280757	-0.270145	-0.229325	-0.304153	0.526182	0.299211	1.486201	0.298086	0.240337	0.89593	0.546681	0.14242	0.294152	0.158001	0.388692	-0.2036	1.478676	-0.621891	-0.265924	0.465188	0.533972	0.310788	0.180558	-0.249976	-0.665659	0.617745	-0.385172	-0.521255	0.143055	-0.548269	-0.268853	0.476502	0.619269	-0.211737	-1.945213	1.072612	0.451435	0.15649	0.500066315	0	0	0	0.500066315	NA	NA	NA	NA	NA	0.17	NA	NA	NA	NA	NA	NA	2.90120367	7.4751	25.6487	5.34528	0.891567478844834	1	180217	NA	NA	320.26955	1	0.764511526	1	2	NA	NA	1.5	NA	NA	NA	0.356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.7756	12.6182	1.96284	NA	NA	possible
SLC5A1	0.294	0.469	0.22	NA	9	-0.229	17.5228787452803	1.070019	NA	NA	NA	1.663573	NA	-3.298794	6.02017	NA	1.696678	-6.643856	2.006981	1.978281	2.271176	4.956561	NA	NA	NA	NA	2.857078	NA	NA	-6.643856	0.600307	NA	-0.955983	NA	0.438272	-0.345028	-6.643856	-1.266059	1.080578	1.063092	-4.226363	1.324205	-1.307749	-0.92534	2.80458	1.644002	-0.244606	0.148139	1.066945	2.156127	2.452229	-0.143357	3.749225	-1.25226	-1.431804	NA	0.27709	0.500151356	0	0	0	0.500151356	3	NA	NA	NA	NA	0.33	NA	0	0.00219711	0	0	0.011	2.93433955	NA	NA	NA	0.00803119583011728	15	69997	NA	NA	415.36286	NA	0.684255004	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67293	NA	NA	7.01753	NA	1.96994	166	1.6846	most likely
SLC7A1	NA	NA	NA	NA	1	NA	12	0.320597	-0.201064	-0.549303	0.399364	-0.602745	-0.191263	0.208566	0.731398	-0.501234	0.236348	-1.00923	0.23631	0.181506	0.70676	-1.473896	0.54609	0.686628	0.180671	0.323172	0.163412	0.096372	-0.813329	-0.228314	-0.241688	-0.236278	0.121801	-0.07811	-0.367395	0.303761	0.933633	-0.521779	-0.345095	0.546881	0.208514	-0.387605	1.405944	0.203369	-0.281647	0.365173	0.235053	0.092055	0.935887	-0.214082	0.21736	0.136221	-0.613426	0.83153	0.877069	-0.358544	0.24673	0.500135347	0	0	0	0.500135347	NA	NA	NA	NA	NA	-1.22	NA	NA	NA	NA	NA	NA	2.81500504	9.01336	15.0523	7.52788	0.574964447374533	6	86278	NA	NA	15.98083	1	0.70702368	1	1	NA	NA	NA	0.544677694	NA	NA	0.0567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	3.32739	10.1267	2.59859	362	1.56168	possible
